Family_Members,Company_Support,Work_Location,Social_Isolation_Rating,Sleep,Stress_Level,Education_Level,Extroverted,Exercise_Level,Average_Daily_Work_Hours
0,5,2,1.708344819666519,3.210527903591742,3.701127233808506,4,1,2.532133380712738,11.496110112211852
2,4,1,1.077125231504608,3.6477752144594318,1.789601380333332,1,1,2.8097641549586108,10.779559084207381
1,4,2,1.8015058611063206,1.5578729452984086,4.983489916699728,2,0,0.5517678031679645,9.969427555630041
1,1,2,1.7699787367387905,2.352292925983475,3.236074754351795,4,1,2.195666169275419,13.577088212470096
0,5,1,1.0,3.6438472576557652,2.235937720516228,2,1,2.487893310039268,9.18719789916111
0,3,1,1.0,0.46760304696276256,4.698918451048382,4,0,0.058568818646648424,12.613349165403635
0,5,3,3.4571422341061337,0.9773142893430811,6.173621126542199,4,0,0.8937945797303313,13.843699976477568
0,2,3,2.011159769833206,3.2951837735748772,3.248713494054877,3,1,2.5655586928687537,11.27109098221586
0,5,1,1.0,2.3381570956453412,3.477554001042424,4,1,2.063819658228015,13.136447627051515
2,5,3,3.0813510601238114,2.1517127900829163,4.500618609617568,1,0,0.6790310306505951,7.261668131825349
0,3,3,1.8404386106215664,2.5957309116980016,3.349306270032647,2,1,1.7421582560284454,10.707134744320927
1,5,2,2.385131897309854,3.46257067410093,2.8218669328427444,2,0,2.4686571335637604,10.030386131464882
1,2,3,3.046901289105513,4.0,2.857742692951549,2,1,4.0,10.765001977384507
0,2,3,2.448580170727557,3.7107376014633378,3.2055752636126953,4,1,3.366505683091982,12.867665218013112
1,4,1,1.0,2.2535495750100134,4.0115918691742785,1,0,0.7083311997453337,6.743749882189581
0,5,1,1.5203937695899854,2.473768129145177,3.9416509279439884,4,0,1.8092713055455731,11.5563972603939
0,3,1,1.0,3.968642817792256,1.3581590297961894,3,1,3.035727008025827,10.329976719400538
1,4,3,2.9916226406890134,4.0,2.342945970682646,1,1,4.0,9.1521641900057
0,1,1,1.0,3.5346442698052183,1.907201558123194,4,1,2.5465729531397967,10.059466602830284
0,5,1,1.0,3.4033081642950904,3.3139682043007634,4,1,2.593478175638009,10.9094913325183
0,3,2,2.309273257965579,3.737345099785851,3.2743385231977835,3,0,3.177806105523512,12.001920703527668
0,4,2,2.4045572295348134,2.2896698142465564,3.714106441551692,4,0,1.7724369106738291,12.176892446052369
0,5,2,1.0,3.782659791175104,1.0707117567757258,3,1,2.7651343484867823,9.911985458583352
0,1,1,1.0,2.9062098401113703,2.5691687467882236,4,1,2.286078862367843,11.746782632944532
1,1,3,4.588084780276535,3.6028937462589607,2.7286158924429698,1,0,2.622644933742878,10.098273057725846
1,1,1,2.0692438872902987,4.0,2.260644517888024,3,0,3.115761570350183,9.160433214032018
1,3,3,3.100064838854001,4.0,2.625445225267636,1,1,4.0,8.78857138645774
2,4,1,1.0296922686152707,3.386504240668184,2.2708698414158537,1,1,2.1556923089290265,8.770336756709188
3,1,2,3.625208121898889,3.968086082533098,2.9287546189987936,1,0,2.8120919901518784,9.186979414469047
1,3,3,4.869874920169633,4.0,2.7096196931562044,2,0,3.1549322754072664,10.503779466167884
2,3,2,3.5421575661921763,2.942008684095369,3.5325401473464932,2,0,2.3605712691467144,11.910342501588042
0,1,1,1.0,1.3468826078373288,4.2523834180810836,3,0,0.6817812067241888,11.55378119442661
4,2,1,2.5701724028038857,3.8392724194071444,1.8809335133899272,1,0,2.5469771000327173,8.412518532672442
3,1,1,1.6221587509514466,3.941344750574964,3.7879439538535253,1,1,2.993600120894808,10.257949942945931
1,4,1,1.0,4.0,2.5185366749116618,2,1,3.284386062722309,9.14133160190207
1,2,3,2.6173804342812717,3.8634374896312043,1.5464922875572835,4,1,3.410024984334637,12.436187095341694
2,3,2,1.5505869141276971,3.5493188720513684,2.135089111821842,1,1,2.666877182503435,10.571463051309722
2,5,3,3.0333338973920787,2.5858507976806546,3.4801356517423816,2,1,1.8129198474903512,11.07731488136767
0,3,1,1.0,3.358111961908264,1.8932767296743003,3,0,2.7531303554080147,11.811089676654523
1,5,2,2.2453801176567234,3.7084172875296693,3.7359732872698563,3,0,2.4772766093412004,8.768462361278237
0,4,2,2.665368453395354,4.0,2.888608675472411,4,0,3.4182214096690613,11.898997482694623
3,1,1,2.50435460392672,1.392128607999822,5.941412831773469,1,0,0.09985119070899873,8.412624933450775
0,2,1,1.0,4.0,1.4212136461502265,2,1,4.0,11.32486827147872
0,5,1,1.0,4.0,1.9768780577171399,2,1,3.9169017687787266,10.840648478138093
0,4,1,1.0,2.3702067046976802,2.6635877878416316,4,0,1.8735539526532936,12.261106181562958
2,4,3,4.135254664384965,4.0,2.403906256381443,2,0,3.2262295105350187,10.794441648301218
0,5,2,1.0479532693010984,4.0,2.207295877014394,2,1,3.5134438647565007,9.350383513487966
0,4,1,1.0,1.3314356983447624,3.703050745282625,4,1,0.927687149237935,12.634284510383534
0,5,1,1.1087264831584211,2.6714007912079083,2.4207652802239172,3,0,1.902391632011145,11.095002662474833
0,4,2,1.0,2.687781650558346,4.143620286279325,4,1,1.7521438684266,10.316793192985182
0,5,1,1.0,2.936049162894285,1.711060418294131,4,1,2.459803913463759,12.344046137994924
1,2,2,2.178963241838396,3.468008696482628,3.2892679205508237,3,1,2.8385841880248384,11.707158030633268
0,2,3,1.799363351106373,4.0,2.8614784823539017,3,1,4.0,12.193414585140633
0,3,3,2.2716818941871963,2.3623618011081513,5.021179443948555,4,1,1.9317164343138247,12.527388527565007
3,2,3,3.4861838243488865,2.9987995632700573,4.220512742712798,1,0,2.000140797480484,10.006703923922336
0,5,3,3.0324853089983175,1.6466382502844574,4.506713969511208,3,0,0.5055358170809647,9.267672667916726
1,3,1,1.0,2.3092449487909796,2.582474872424354,4,1,1.6610203961405476,11.626587837149678
3,5,2,1.9972557398321333,4.0,1.5834633145028194,2,1,3.1130266925547794,9.85748960291983
3,3,2,2.7600139463450724,4.0,2.434411742361732,1,0,3.3242842247181867,8.670257635237483
0,2,3,1.0321472042947715,4.0,1.0,2,1,4.0,9.9109578805035
0,2,1,1.0,1.872980178740062,4.652771142776603,3,0,0.959286868298109,10.422603751261232
1,5,2,2.3887754567904125,2.303017466110916,4.856570987784971,1,0,1.2509466485033398,9.736165479245019
0,1,1,1.3788865048790284,1.2587765238801112,5.994021576301301,4,0,0.47071207663994175,11.008794451527518
3,5,2,2.727145254418393,4.0,2.5127438033946716,1,0,3.521102579550191,9.125174611696284
0,4,3,1.518781556489941,2.6088750706687307,3.6391698671425172,3,1,1.8350221807613472,11.0731527131735
1,5,1,1.0,4.0,1.9380447328821366,1,0,3.087137907238092,9.143937234379537
0,3,3,2.721533848130871,2.3880459003372665,4.365780923072758,4,0,1.6095738779073252,11.052275682274935
0,2,3,2.107861191096462,2.3174991563023397,4.855736552381083,4,1,2.1128927820481733,13.39922992468535
1,2,3,3.7409740578511785,3.6153885352047137,2.9369707781033614,1,0,2.385197583857102,8.773876273645465
0,2,1,1.0,3.114992081180212,2.056322424803856,4,0,2.230370094693953,10.561145835153216
2,5,2,1.5046588600996174,3.661991009049877,2.4364614352245906,1,1,2.62264602556258,9.801301018297027
2,5,1,2.8266394638898626,1.9608761854348424,4.400267743011868,1,0,0.7702766361520956,8.996668554066295
1,3,1,1.0005098001517143,4.0,1.799241122221641,1,1,3.6875591739400364,8.903058442342573
1,5,3,2.8496730212495844,2.242310417048577,5.179112924054214,1,1,1.0351454693887454,8.904128549949
0,5,2,1.4540576372136984,2.498289662640071,2.950508188563428,3,1,1.7968494986291583,11.395436963930289
0,2,1,1.0,4.0,1.700860661264473,4,1,3.52255657325874,11.946756957872086
3,2,1,1.502090520999113,3.022066212705682,2.7957244900937948,1,0,1.6988193038978705,8.226500417505541
0,2,1,1.2652262796188647,4.0,1.646058717446647,4,0,3.355310071056765,10.580814492106356
0,2,1,1.0,2.057272716369555,3.5892996709683205,3,0,1.334952972294328,11.30345193259463
0,1,1,1.4400570489588933,3.044848806092644,3.1507708300616124,4,0,2.1435287128440015,10.481793294810565
2,2,1,2.5718814560086303,1.8068640264676237,4.847325208626071,4,0,1.5281313344271719,13.119707725248869
3,2,2,2.8584061858184295,3.901236171841722,1.9272768059760204,2,1,2.7195624868344748,9.046139038245833
1,5,2,1.2258374609131497,3.7581291294231036,2.2872394004876075,2,1,2.5954247648931443,9.150385978034155
2,1,1,1.5725733793891088,4.0,1.1777012988432103,2,1,3.7946296132761765,9.018100306952622
1,1,3,3.155122123482329,4.0,2.284801186787528,1,1,3.833539542337844,7.6369223318442945
2,4,2,3.5398916087413417,1.9051175396995914,5.182831033772787,2,0,0.7565669131110182,9.227401440337506
0,3,1,1.0,4.0,2.0778105432609104,2,1,3.9187650449866243,9.716374547743488
0,1,1,1.0,3.844024874278885,2.0585142223634048,2,1,2.4326814715346425,7.67239595729885
0,2,2,1.5714629885010094,1.6407655269423422,4.64433151169153,4,0,0.5537023039720528,9.554772509221298
2,1,1,2.007073015173921,4.0,2.1588851574925196,1,0,3.0485792189508474,8.284135072676492
0,3,1,1.3934093675346917,4.0,1.5550453844154026,4,0,4.0,12.883396842456067
0,3,1,1.2209594197494364,2.7323631289704835,3.447174529336159,2,0,1.4891865958568076,8.699560143399918
0,4,2,1.5546071161507564,4.0,2.323375733006464,3,1,4.0,10.92366091592136
1,4,1,1.0,3.5936445602989826,3.3807146578054392,1,0,2.681609715129399,10.430556815579964
0,1,1,1.0,4.0,2.048641095845721,2,1,3.697936317382131,8.67659141677612
0,1,1,1.0,1.7402233223529386,4.364114163246823,3,0,0.8557065270804158,10.56164383383324
3,5,2,2.3252601338971406,4.0,3.675579452468031,1,1,3.2974458967105047,8.256847518811234
0,2,2,1.0,2.9402877608336992,3.0010635642599928,3,1,2.354476690546588,11.891967581997896
2,5,1,3.6210323626247423,2.2948986574854797,4.068805333611291,1,0,1.1905475346498209,9.463872765228519
0,3,1,1.0,2.6609904639853763,3.1553273769236054,2,0,1.7883376825482256,10.617660846734788
0,3,3,1.9529717132612427,0.6639179846275263,5.349006032174947,4,1,0.7653790612022768,14.496417062759853
1,2,3,2.769688450554454,4.0,2.498140052134935,3,1,3.7767782668769536,12.629475222809067
0,2,1,1.5881222622849447,1.0764469005408674,5.680520789448804,3,0,0.26475516469830884,10.9009552983096
1,5,3,3.359024306795506,3.513723558830244,2.6844122063587625,2,1,2.4737331752785017,9.798008044741838
2,1,1,2.13205062510803,4.0,2.4391279615331736,1,1,4.0,7.551174111330232
0,2,1,1.0,3.666866210915996,2.3111581320658945,4,1,2.7248502916885924,10.285835312567455
0,4,2,1.0,4.0,1.749435026304098,2,1,4.0,9.950358429222128
0,1,1,1.0,4.0,1.0,2,0,3.3401217649393935,8.700604536617476
0,4,1,1.0,2.901721600835482,3.3225570954731376,4,0,2.4957175980179107,12.625355429382685
1,1,2,2.6188664737274574,2.8409418449478254,4.080912506355555,1,1,1.5147005674632397,8.208280712277169
0,3,2,1.5737628766154197,2.682709084272485,4.532431036395301,3,1,1.7678597674933603,10.417056605495024
0,5,1,1.4672009472569152,4.0,1.6799589806472348,3,0,3.82373563371035,9.447319458940836
0,5,3,3.0187104992890936,1.3680644925753414,5.637291397764466,4,0,1.3590288173456124,14.110153524218902
1,4,3,2.5615251305115936,3.3842652247183596,2.610371617093318,3,1,2.766965948348148,11.758829549023101
0,2,1,1.0,3.013319038389778,3.8521281466119044,4,1,2.2879757900049293,11.290069758930416
0,4,3,2.348406808557749,2.5693752015879943,4.36782772404852,4,1,2.0458789435563376,12.151147032146156
0,5,3,2.0667010887885713,2.5968357321239575,3.1465480237646166,4,0,2.371883352131996,13.323091307981187
0,1,3,2.929671018789873,3.794772072278101,2.030870514047934,3,0,2.8092591496318224,10.072174925773092
0,1,1,1.0,2.825932064291206,3.421878051795723,2,1,2.2436029862013966,11.906598682706118
0,1,2,1.877141902016716,2.8039861175532286,3.9706841423636954,3,0,1.7975614909089743,9.967825105587206
0,2,3,1.3677608547757063,4.0,1.7978268991988848,3,1,4.0,10.822638516728503
0,2,1,1.2185247561031196,2.6019243567209926,3.724308965148331,4,0,1.6730710302538618,10.349621604352835
0,1,3,2.7158023707668786,4.0,2.8098281581447697,3,1,4.0,8.461488873945374
0,4,1,1.0,4.0,1.0,4,1,4.0,13.010090780535823
0,4,1,1.0,2.6464771325296876,2.301209405896098,4,1,2.1071190830986564,12.085702092013394
3,5,3,4.592346526811104,2.8060014211025712,3.799402975076261,3,0,1.6646147444239472,9.26613901968547
0,4,1,1.0,4.0,1.8490869011849254,3,1,3.480296610901209,9.359398794870058
0,2,2,1.0,4.0,1.329444045213734,4,1,4.0,13.145361399656915
2,2,3,2.896945589053086,4.0,2.415667402744952,1,1,3.347767502251556,8.84940489147728
2,4,1,1.5267346528259278,1.1031476990687243,5.054713911955796,2,0,0.4099266461846238,11.431443247096578
1,1,3,2.789552456106583,3.641773493575563,2.966066119173559,3,0,2.995875009722485,11.636586768236302
0,2,1,1.0,4.0,1.7677697475339458,4,1,3.4704087704810083,11.933437152446164
2,5,3,4.27274247601964,1.8356476104492114,5.402302586791335,3,0,1.0527706584947925,11.032329980768257
1,3,1,1.0,4.0,1.0,2,0,3.67395992970759,9.444926352753352
0,4,1,1.0,4.0,1.610763595043474,3,1,3.419036274788841,11.097786109229007
0,4,3,1.7571089116148144,4.0,2.9991702876184396,2,1,4.0,9.939015017990116
1,1,1,1.0,4.0,1.8202548834012902,1,1,3.0240327357946124,9.837516672658902
0,4,1,1.3469127638807825,1.4069568205304335,4.796011072764279,3,0,0.5812718193625335,10.836581558923921
1,2,1,1.0,3.299324960490577,1.288804794398591,3,1,2.6972896051835713,11.823555491868738
0,3,3,2.5607946974472684,4.0,2.909848732517342,4,0,4.0,12.920632290774895
2,1,3,4.029113701168264,4.0,2.1171448382421953,1,1,3.568759725561019,9.18076260698238
0,2,2,1.0,3.7034878001891336,1.8709225542048367,4,1,2.8456142584901754,10.687031666000816
0,1,1,1.0,2.56531416924011,3.1844965018362106,3,0,1.7402668216404618,10.839523293947718
0,1,1,1.0,1.1951330252583339,3.9714408870585403,4,0,0.21400631578236662,10.093925354013832
2,3,3,3.0407413784619397,4.0,1.926301733452425,1,1,4.0,7.793378378647531
2,1,1,1.0,2.8276180480327326,3.419681126297709,1,1,1.7744284574157538,9.730418333160301
1,2,2,2.35776539800285,4.0,2.1224187213739434,3,1,4.0,11.494892789427535
2,5,2,1.8321020641123837,3.956171499678331,2.628704999630253,1,1,2.7655940045290412,8.99679112156501
1,5,3,3.3187714528708714,2.8128978199044425,4.216675428164541,3,0,1.9572771835095226,10.697566843002573
0,1,1,1.0,3.978566969689611,1.7004188838669136,4,1,3.246577880189458,11.260599053779718
1,3,1,1.264441059636244,4.0,2.03676479899956,3,1,3.8727821091996835,10.487187917058154
0,3,1,1.4635786323122573,0.5683275612837213,5.187447986033292,3,0,0.0,11.965251517274005
0,3,1,1.3525995948832144,0.5236991659984971,5.303147012336978,4,0,0.08037441890882824,12.476679257359834
1,2,1,1.2993849007087621,4.0,2.2662143770991223,1,1,2.639685482414161,7.628783506459327
1,5,3,4.256239076835571,4.0,2.5026302011920074,1,0,3.361671065260984,9.198852842564555
2,1,2,2.7002749180971,3.903035418262439,2.416566159514632,1,0,2.7384246235432603,9.13996282968821
2,1,1,2.9692578528760656,3.172470144114055,2.0159310687361103,2,0,2.5293860810078774,11.648673473378084
0,2,3,2.122576859285524,4.0,1.9753166847273542,3,1,3.6274381584585234,9.242448250515904
3,4,2,2.4807714032226835,4.0,2.7028266774207466,1,1,4.0,8.216870460903419
0,1,1,1.0,4.0,1.301079596502436,2,1,3.808749631142426,10.973625836216442
0,3,3,3.72986035161127,2.3823568755835054,2.515712585010065,3,0,1.3602934902851875,9.889067775587758
0,3,3,1.8879946081612573,0.9624959879127961,5.332347239600908,4,1,1.031957085401983,14.385621632342438
1,5,3,3.927170349271875,4.0,2.3465866170984557,3,0,3.071347484648939,9.821055777878383
2,4,1,1.5262686458270793,3.4208563592249424,3.5186672816860707,3,1,2.637271712166571,11.029122145219123
0,4,1,1.0,3.8065803875439324,1.101212656034388,4,1,3.384002736149266,12.559547557955
0,5,2,1.088064318632885,3.5495351960615613,1.8322170425630708,2,1,2.733504889032354,10.881037142528246
1,1,2,2.097203359270459,1.0561472409774357,5.471769559062304,1,0,0.0,9.715208484755046
2,4,3,4.639821633423416,2.8490675262063334,3.68357606741335,1,0,1.5780287261703274,8.537922463714425
2,5,1,1.0,4.0,1.0195953417388148,1,1,4.0,9.913207005642828
0,4,1,1.0,2.7862469310421787,2.0901876154758785,4,1,2.050825337744125,11.245347512202306
0,5,3,1.7135505904379977,4.0,1.7711522324870592,4,1,3.376201072018801,11.465022857337168
4,4,2,3.4857911008114977,1.4519180221839867,5.192135663245682,1,0,0.34619888856891956,9.456642461174752
0,2,3,2.254069805041657,2.875985579726544,2.9294007220625953,3,0,2.4408807363884404,12.509576957922663
0,1,1,1.0,3.6955576463452067,1.8652255979739645,3,1,2.855880595250757,10.771828762589712
1,3,3,3.178402805294664,4.0,3.20836560827789,1,1,3.071423711294724,8.109658467644827
1,4,3,2.240500250464017,3.144127181781813,3.1515939986316948,1,1,2.1865216057754373,10.209771907313229
0,3,3,2.030136122871311,4.0,2.1608248325761874,4,1,4.0,10.73519996750072
1,2,1,1.9253094044968928,2.7824998182043705,4.560609972864938,1,1,1.9571615980973445,10.838181489036682
2,4,3,4.794173901727616,3.6915942783104043,2.8851517658706816,2,0,2.504461927995991,9.015917311541777
0,4,2,1.0,4.0,2.1743403804159622,3,1,4.0,11.640948446821298
2,4,3,4.086115205139328,4.0,1.9992087908335479,1,0,3.5767369723566698,9.92669122552454
4,1,1,2.604776815234832,3.443671202672585,2.8760656535620375,1,0,2.401140117142557,9.785034054462823
0,5,3,1.0463996598972392,2.401755443164973,3.036028758106788,4,1,1.8967513781735206,12.22700263763997
1,4,3,2.5531510521009135,4.0,1.6694097351989035,2,1,3.1763431783274303,10.049529551867987
0,5,3,1.7729243943877862,4.0,2.747986219774308,4,1,3.167665683403345,10.346819498605676
2,1,1,1.5511799881857966,4.0,2.939120121894028,1,1,3.5691430167895835,8.21918036228767
0,5,2,1.0,3.9060462561332114,1.789698671760652,3,1,3.2807191865805656,11.724644687355578
1,3,1,1.2708813782271555,1.586092188246338,4.855429897259896,2,0,0.7231666080820056,10.663369166617406
0,1,1,1.0,3.157480312890656,2.8006769100705244,2,0,1.960676027813829,8.962118694389027
1,5,3,2.527808636106725,3.1362237025064776,4.003189057550282,2,1,2.206823450887967,10.34697901989508
0,2,1,1.3249538621322128,1.9830474254322206,4.691050665879805,4,0,1.4841700588859479,12.252030988590127
4,3,3,3.882082212532021,3.8406540821471147,2.346396218742909,1,0,2.9964766417172815,10.750918842453265
1,3,3,2.2056024078626955,3.2055974877168545,4.156894611028415,1,1,1.9420358742690094,8.581598840263712
2,4,2,3.115992121550006,2.9685194515274858,2.8769620925588417,1,0,1.687647659055291,8.480142731863687
0,5,2,1.1478265122058187,4.0,2.065046222076795,2,0,3.323875990983919,9.07655703167385
0,1,1,1.4825452056467012,1.980654913602572,4.6967026763995365,2,0,0.7907847940611228,9.000721529180595
2,5,1,1.77016768030022,2.061622481586983,3.9349095859841903,3,0,1.3555169838687964,11.37494836156109
3,3,3,4.232923375484723,4.0,2.7045292366352376,2,1,4.0,9.295658860921023
1,5,3,2.5597559554698988,3.6496628091680665,3.353092412448807,1,1,2.664659387426058,10.074703857970174
4,5,3,3.3956065997150056,4.0,3.138211334351557,1,1,4.0,8.37270093868544
1,5,3,1.9163972491643513,4.0,2.861395977502354,2,1,3.8484297405611603,11.533995675203418
0,3,2,1.1295738657648529,4.0,2.1444932278551105,3,1,3.8211990260866866,11.417725457923108
1,3,3,3.104372951677177,0.9476556537361143,4.566820768882203,2,0,0.0,10.258383626399851
1,2,1,1.0,4.0,1.58420629947202,2,1,4.0,8.849571437166537
0,5,1,1.0,2.4471998861909006,2.976577670479382,4,0,1.967270452354235,12.329114186199002
1,3,3,4.126965339844657,3.161946350096212,3.835269485113623,2,0,2.1710714679043632,10.045521976523426
2,3,3,3.5370419481562445,3.937478050217341,2.7439663775725434,1,1,2.865248202999977,9.632082603376261
2,2,1,1.0,4.0,1.239239037141782,1,1,4.0,8.489152701741604
3,4,2,1.750092663707015,4.0,2.37303629915942,1,1,2.722724719300137,7.546370123693686
0,1,1,1.0,3.867351988151026,1.1871910258393115,4,1,3.3741626411683314,12.275221598884906
2,1,1,1.2680242514301714,1.70468102434591,4.334610461272959,4,1,1.178425368297121,12.139787246699223
2,1,3,4.503109922403709,1.1464560143149825,5.5536618118030665,2,0,0.19582932125679364,10.243892360532746
0,2,1,1.1768453084205754,4.0,2.1016507061000613,3,0,3.738948550195711,12.005650162476682
2,4,1,2.516295753846216,3.554940510387731,3.4973223469877937,2,0,2.3758416290166107,9.06035936720437
0,2,1,1.0,2.6846533486959903,3.424491481373815,4,1,1.60976065283328,9.618249862304937
1,1,1,1.2063172056184588,3.2848120732963793,1.769445092509829,2,0,2.3820739802953534,10.475027002346936
0,2,1,1.0,2.8376230051330618,2.772971417704037,4,1,2.3766896597223828,12.405912520203104
2,3,1,2.905363961534789,1.4231948615788466,5.661262757642547,1,0,0.1496005537205578,8.522943694180498
2,2,2,1.1475048861822255,4.0,2.3999217529178347,1,1,3.821443952471476,9.170598201563886
0,4,2,2.3922288338593267,4.0,2.820069012558169,4,0,4.0,10.952219190274768
2,3,1,1.639572841706717,4.0,2.468341827307925,2,1,2.7181985557012442,7.893802788003472
0,4,2,1.0,4.0,1.2158073622357686,3,1,3.0502194093531774,9.307088551614388
2,5,1,2.6640076845059273,2.7838351704209012,4.6724464658979254,1,0,1.6014781202604824,9.042361139877023
0,2,2,2.55445475762979,3.4045517699458285,2.7145032805208915,3,0,2.937866942112236,12.382710414793717
0,5,3,1.7137363047920893,2.4328947688200278,3.3531034734699428,4,1,1.7809276013750834,11.610481611694908
0,3,3,3.3313815062659793,1.4709851162179233,5.0420423523107365,4,0,1.1129551638741564,12.813937910167324
0,3,1,1.0,3.127111746978003,3.1827180053743467,3,0,2.209891018176766,10.40566802852543
0,3,1,1.0,1.6805815194018199,3.874049802933946,4,0,1.10730688876343,11.944560977120968
3,4,1,1.686718938487302,2.887198406362711,3.963129412961957,2,0,2.052855641002366,10.796560723858567
0,1,1,1.0,4.0,2.0199480353148695,2,1,3.602780830591079,10.133179885109286
0,4,2,1.1955618478368195,3.5982854438486895,2.085156870531205,2,0,2.4928839284431428,9.458321651299734
0,3,2,1.0,4.0,1.188456246330255,4,1,3.4852451189513154,11.134697636475828
0,4,1,1.0,4.0,1.5766925784554293,3,0,3.632191437266704,10.907471875076267
1,4,3,2.1685745464946935,4.0,3.469641309360556,1,1,3.1551328057886128,10.182102092766344
2,3,2,4.0129500724665705,3.3062788429168037,2.485265761888266,1,0,1.8582305745805172,7.429345406317529
1,4,3,3.564081946317683,4.0,2.7519935915254132,2,0,3.540902147590595,10.85933076152666
1,4,2,2.0791429828805303,4.0,2.8648608824075645,1,1,3.590519608269942,9.283646992797786
0,4,1,1.0,4.0,1.9534015661963653,4,0,3.5932818131476196,11.03088773309927
1,2,1,1.8286877677124243,1.991657179055858,4.868359176296422,3,0,1.197618334588451,10.981626270878976
0,2,3,1.91437386072516,4.0,3.1586826992224597,4,1,4.0,11.795964553268465
0,4,3,2.251100179194257,1.996719688118814,5.4747367883745595,4,1,1.218244118538637,11.052259635114545
0,4,1,1.0,3.461981569343523,2.0867890143843058,3,1,2.556215747553141,10.460564890146316
1,2,2,1.0,4.0,1.0,1,1,2.8661463736826356,7.743712699213113
1,4,1,1.0,3.6902774574836474,2.917738791818813,3,1,2.487454367985296,8.928476412589376
